street_num,street_name,zip,emissions,property_type,system_size,cost,cost_reduced,break_even,energy_production,savings,emissions_reduction,trees
1684,WEST 10 STREET,11223,816481.99,Multifamily Housing,36.51,237315,50192,6,42886,9006,29527,79
2525,WEST 2 STREET,11223,2032331.36,Multifamily Housing,145.61,837258,241625,8,169258,35544,116535,311
2611,WEST 2 STREET,11223,810573.6,Multifamily Housing,77.24,463440,115461,7,92619,19450,63769,170
2612,WEST 2 STREET,11223,1754262.31,Multifamily Housing,174.03,1000673,296777,8,206552,43376,142212,379
2661,WEST 2 STREET,11223,838638.44,Multifamily Housing,77.5,465000,115988,7,91983,19316,63331,169
1780,WEST 3 STREET,11223,994086.39,Multifamily Housing,50.46,302760,61232,6,59890,12577,41234,110
1776,WEST 6 STREET,11223,593241.9,Multifamily Housing,26.26,170690,36101,6,30846,6478,21238,57
2612,WEST STREET,11223,1716982.14,Multifamily Housing,163.01,937308,275391,8,193473,40629,133207,355
23,WHITNEY PLACE,11223,778937.26,Multifamily Housing,99.98,574885,153074,7,112547,23635,77489,207
2301,BOARDWALK WEST,11224,1844012.5,Senior Care Facility,103.16,593170,159245,7,121176,25447,83430,223
3528,MERMAID AVENUE,11224,2991981.54,Multifamily Housing,47.62,285720,57430,6,55354,11624,38111,102
440,NEPTUNE AVENUE,11224,1909357.51,Residence Hall/Dormitory,166.45,957088,282067,7,201629,42342,138822,370
486,NEPTUNE AVENUE,11224,1472202.89,Retail,396.8,2182400,695610,15,432111,60000,297511,794
3521,NEPTUNE AVENUE,11224,6350371.36,Multifamily Housing,169.55,974913,288083,8,188787,39645,129981,347
3601,NEPTUNE AVENUE,11224,4535856.72,Multifamily Housing,164.73,947198,278729,8,183420,38518,126286,337
2955,SHELL ROAD,11224,1368232.89,Multifamily Housing,89.73,515948,133182,7,105400,22134,72569,194
501,SURF AVENUE,11224,10724430.83,Multifamily Housing,216.14,1188770,360260,7,261821,54982,180265,481
3601,SURF AVENUE,11224,2057464.06,Multifamily Housing,45.29,271740,54620,6,53199,11172,36628,98
2885,WEST 12 STREET,11224,23059316.43,Multifamily Housing,452.51,2488805,799022,8,548147,115111,377402,1007
2920,WEST 21 STREET,11224,3025998.87,Multifamily Housing,100.92,580290,154898,7,114840,24116,79068,211
2950,WEST 24 STREET,11224,3763048.3,Multifamily Housing,77.07,462420,115117,7,88643,18615,61031,163
2828,WEST 28 STREET,11224,1375882.93,Multifamily Housing,46.41,278460,55970,6,54515,11448,37534,100
2914,WEST 28 STREET,11224,2287847.12,Multifamily Housing,67.77,406620,96284,7,77118,16195,53096,142
3020,WEST 28 STREET,11224,872457.36,Multifamily Housing,21.1,137150,29007,7,23494,4934,16176,43
2730,WEST 33 STREET,11224,2859197.12,Multifamily Housing,310.52,1707860,535453,8,360950,75799,248516,663
2659,WEST 36 STREET,11224,1306481.41,Multifamily Housing,87.49,503068,128835,7,100628,21132,69283,185
2915,WEST 5 STREET,11224,1733869.55,Residence Hall/Dormitory,138.73,797698,228273,7,169748,35647,116872,312
2928,WEST 5 STREET,11224,7448956.86,Multifamily Housing,157.5,905625,264698,7,190787,40065,131358,350
2940,WEST 5 STREET,11224,7566485.29,Multifamily Housing,146.65,843238,243643,7,174055,36552,119838,320
1720,BEDFORD AVENUE,11225,19825421.65,Multifamily Housing,233.1,1282050,391742,8,268104,56302,184591,493
2100,BEEKMAN PLACE,11225,970408.74,Multifamily Housing,40.47,242820,48807,6,44071,9255,30343,81
440,BROOKLYN AVENUE,11225,652810.8,Multifamily Housing,47.01,282060,56694,6,54069,11355,37227,99
456,BROOKLYN AVENUE,11225,646880.37,Multifamily Housing,39.78,258570,54688,6,46240,9710,31837,85
474,BROOKLYN AVENUE,11225,530145.6,Multifamily Housing,38.41,249665,52804,6,45588,9573,31388,84
916,CARROLL STREET,11225,706339.04,Multifamily Housing,39.35,255775,54096,6,46222,9707,31824,85
926,CARROLL STREET,11225,699548.8,Multifamily Housing,37.29,242385,51264,6,43346,9103,29844,80
991,CARROLL STREET,11225,956960.54,Multifamily Housing,52.96,317760,66294,6,60913,12792,41939,112
859,CLASSON AVENUE,11225,1212013.33,K-12 School,208.15,1144825,345428,8,241954,50810,166587,444
12,CROWN STREET,11225,1219685.42,Multifamily Housing,72.85,437100,106571,7,86464,18157,59531,159
15,CROWN STREET,11225,597629.1,Multifamily Housing,35.82,232830,49244,7,41199,8652,28366,76
27,CROWN STREET,11225,701775.47,Multifamily Housing,34.27,222755,47113,7,38158,8013,26272,70
49,CROWN STREET,11225,5497954.03,Multifamily Housing,47.45,284700,57225,6,53414,11217,36776,98
132,CROWN STREET,11225,1564289.98,Multifamily Housing,93.69,538718,140867,7,110052,23111,75771,202
201,CROWN STREET,11225,568814.68,Multifamily Housing,47.02,282120,56706,6,56382,11840,38819,104
240,CROWN STREET,11225,1445725.38,Multifamily Housing,167.14,961055,283406,8,198374,41659,136582,364
250,CROWN STREET,11225,1778226.56,Multifamily Housing,133.21,765958,217561,7,156474,32860,107733,287
272,CROWN STREET,11225,571151.58,Multifamily Housing,59.59,357540,79720,6,70726,14852,48695,130
282,CROWN STREET,11225,52073.19,Multifamily Housing,67.25,403500,95231,7,78172,16416,53822,144
284,EASTERN PARKWAY,11225,764320.62,Multifamily Housing,59.33,355980,79193,6,71143,14940,48983,131
320,EASTERN PARKWAY,11225,854666.05,Multifamily Housing,44.35,266100,53486,6,53181,11168,36615,98
410,EASTERN PARKWAY,11225,875014.72,Multifamily Housing,30.83,200395,42384,6,36214,7605,24934,67
426,EASTERN PARKWAY,11225,671285.54,Multifamily Housing,52.7,316200,65768,6,63193,13271,43509,116
436,EASTERN PARKWAY,11225,798690.68,Multifamily Housing,47.02,282120,56706,6,55807,11719,38423,103
576,EASTERN PARKWAY,11225,413939.94,Multifamily Housing,45.55,273300,54933,6,55734,11704,38373,102
270,EMPIRE BOULEVARD,11225,207873.87,Multifamily Housing,49,294000,59094,6,58157,12213,40041,107
289,EMPIRE BOULEVARD,11225,1052442.75,Multifamily Housing,54.68,328080,69777,6,64898,13629,44683,119
290,EMPIRE BOULEVARD,11225,203442.58,Multifamily Housing,48.65,291900,58672,6,57146,12001,39345,105
320,EMPIRE BOULEVARD,11225,720514.76,Multifamily Housing,53.82,322920,68036,6,63878,13414,43980,117
580,EMPIRE BOULEVARD,11225,571504.32,Multifamily Housing,47.79,286740,57635,6,56721,11911,39053,104
130,FENIMORE STREET,11225,834471.71,Multifamily Housing,58.56,351360,77634,6,68787,14445,47360,126
479,FLATBUSH AVENUE,11225,637422.54,Retail,207.87,1143285,344909,8,236542,49674,162860,435
552,FLATBUSH AVENUE,11225,593109.62,Multifamily Housing,42.37,254220,51098,6,49770,10452,34267,91
580,FLATBUSH AVENUE,11225,2526210.92,Multifamily Housing,92,529000,137588,7,109193,22930,75180,201
590,FLATBUSH AVENUE,11225,3434383.16,Multifamily Housing,128.35,738013,208129,7,152336,31990,104884,280
620,FLATBUSH AVENUE,11225,608453.8,Multifamily Housing,34.62,225030,47594,6,41090,8629,28290,75
125,HAWTHORNE STREET,11225,752569.98,Multifamily Housing,56.83,340980,74131,6,67450,14165,46440,124
135,HAWTHORNE STREET,11225,694742.73,Multifamily Housing,49.34,296040,59504,6,57957,12171,39904,106
150,HAWTHORNE STREET,11225,827637.38,Multifamily Housing,64.15,384900,88954,6,74568,15659,51341,137
170,HAWTHORNE STREET,11225,1091310.24,Multifamily Housing,64.93,389580,90533,7,75475,15850,51965,139
175,HAWTHORNE STREET,11225,1335053.32,Multifamily Housing,81.11,466383,116454,7,96268,20216,66281,177
181,HAWTHORNE STREET,11225,413873.8,Multifamily Housing,47.6,285600,57406,6,55330,11619,38095,102
265,HAWTHORNE STREET,11225,659733.32,Multifamily Housing,43.49,260940,52449,6,51085,10728,35172,94
271,HAWTHORNE STREET,11225,965316.06,Multifamily Housing,69.58,417480,99950,6,84286,17700,58031,155
451,KINGSTON AVENUE,11225,1161549.52,Multifamily Housing,118.66,682295,189325,7,140835,29575,96965,259
100,LEFFERTS AVENUE,11225,492292.23,Multifamily Housing,60.74,364440,82049,6,72091,15139,49635,132
350,LEFFERTS AVENUE,11225,888396.78,Multifamily Housing,46.59,279540,56188,6,54726,11493,37679,101
355,LEFFERTS AVENUE,11225,810309.04,Multifamily Housing,38.58,250770,53038,6,45318,9517,31201,83
415,LEFFERTS AVENUE,11225,821486.48,Multifamily Housing,63.89,383340,88427,6,75048,15760,51671,138
501,LEFFERTS AVENUE,11225,470973.53,Multifamily Housing,38.84,252460,53395,6,45148,9481,31084,83
532,LEFFERTS AVENUE,11225,674923.17,Multifamily Housing,49.94,299640,60228,6,59884,12576,41230,110
40,LINCOLN ROAD,11225,1020740.27,Multifamily Housing,64.24,385440,89136,6,76245,16011,52495,140
50,LINCOLN ROAD,11225,469694.85,Multifamily Housing,36.94,240110,50783,6,42939,9017,29564,79
57,LINCOLN ROAD,11225,604287.06,Multifamily Housing,41.16,246960,49639,6,48852,10259,33635,90
101,LINCOLN ROAD,11225,1011172.21,Multifamily Housing,69.92,419520,100638,7,82131,17247,56547,151
105,LINCOLN ROAD,11225,1041992.84,Multifamily Housing,26.61,172965,36582,7,30606,6427,21072,56
10,MIDWOOD STREET,11225,600406.92,Multifamily Housing,30.83,200395,42384,7,35460,7447,24414,65
11,MIDWOOD STREET,11225,421898.63,Multifamily Housing,30.14,195910,41435,7,34666,7280,23868,64
388,MIDWOOD STREET,11225,880195.58,Multifamily Housing,72.59,435540,106045,7,86155,18093,59318,158
345,MONTGOMERY STREET,11225,1188379.78,Multifamily Housing,74.83,448980,110581,7,86983,18266,59888,160
377,MONTGOMERY STREET,11225,1234368.2,Multifamily Housing,76.98,461880,114935,7,89482,18791,61609,164
501,NEW YORK AVENUE,11225,535591.02,Multifamily Housing,56.14,336840,72734,6,65257,13704,44930,120
75,OCEAN AVENUE,11225,1307583.72,Multifamily Housing,57.44,344640,75366,6,67471,14169,46454,124
115,OCEAN AVENUE,11225,1224337.17,Multifamily Housing,72.42,434520,105701,7,85954,18050,59179,158
125,OCEAN AVENUE,11225,323506.32,Multifamily Housing,48.91,293460,58985,6,56853,11939,39144,104
135,OCEAN AVENUE,11225,844127.95,Multifamily Housing,53.48,320880,67347,6,62165,13055,42801,114
231,OCEAN AVENUE,11225,634975.41,Multifamily Housing,56.06,336360,72572,6,65850,13829,45338,121
239,OCEAN AVENUE,11225,199253.79,Multifamily Housing,66.31,397860,93328,6,78702,16527,54187,145
305,OCEAN AVENUE,11225,810794.06,Multifamily Housing,53.04,318240,66456,6,60356,12675,41555,111
990,PRESIDENT STREET,11225,611760.73,Multifamily Housing,45.23,271380,54547,6,52022,10925,35817,96
1000,PRESIDENT STREET,11225,765444.97,Multifamily Housing,53.82,322920,68036,6,61244,12861,42166,113
1238,PRESIDENT STREET,11225,4404020.28,Multifamily Housing,162.66,935295,274712,8,189077,39706,130180,347
332,ROGERS AVENUE,11225,875940.66,Multifamily Housing,58.47,350820,77452,6,69397,14573,47780,127
307,STERLING STREET,11225,29409.67,Multifamily Housing,37.37,242905,51374,6,44354,9314,30538,81
320,STERLING STREET,11225,1679128.77,Multifamily Housing,70.01,420060,100820,7,82237,17270,56620,151
286,SULLIVAN PLACE,11225,968534.81,Multifamily Housing,41.59,249540,50158,6,49871,10473,34336,92
881,WASHINGTON AVENUE,11225,647982.68,Multifamily Housing,71.47,428820,103777,7,85701,17997,59005,157
921,WASHINGTON AVENUE,11225,841636.73,Multifamily Housing,60.28,361680,81117,6,70070,14715,48243,129
941,WASHINGTON AVENUE,11225,769545.57,Multifamily Housing,68.67,412020,98107,7,81503,17116,56115,150
1015,WASHINGTON AVENUE,11225,1112673.04,Multifamily Housing,85.77,493178,125498,7,101798,21378,70089,187
1035,WASHINGTON AVENUE,11225,1402823.42,Multifamily Housing,96.27,553553,145874,7,114261,23995,78669,210
1125,WASHINGTON AVENUE,11225,1352469.84,Office,112.12,644690,176633,7,133073,27945,91621,244
2100,WESTBURY COURT,11225,577126.11,Multifamily Housing,49.94,299640,60228,6,58662,12319,40389,108
2101,WESTBURY COURT,11225,668177.02,Multifamily Housing,37.89,246285,52089,6,44971,9444,30963,83
2110,WESTBURY COURT,11225,712710.4,Multifamily Housing,62.69,376140,85997,6,72871,15303,50172,134
2121,WESTBURY COURT,11225,1384062.08,Multifamily Housing,84.39,485243,122820,7,98095,20600,67539,180
55,WINTHROP STREET,11225,968667.09,Multifamily Housing,48.74,292440,58780,6,56656,11898,39008,104
80,WINTHROP STREET,11225,1445174.22,Multifamily Housing,85.08,489210,124158,7,100979,21206,69525,186
105,WINTHROP STREET,11225,822566.75,Multifamily Housing,66.39,398340,93490,7,77984,16377,53693,143
1700,ALBEMARLE ROAD,11226,949045.95,Multifamily Housing,66.13,396780,92963,6,78488,16483,54039,144
1701,ALBEMARLE ROAD,11226,1315035.35,Multifamily Housing,60.36,362160,81279,6,70163,14734,48307,129
1800,ALBEMARLE ROAD,11226,861654.7,Multifamily Housing,90.5,520375,134677,7,106305,22324,73191,195
1904,ALBEMARLE ROAD,11226,746463.17,Multifamily Housing,42.97,257820,51822,6,50474,10600,34752,93
1911,ALBEMARLE ROAD,11226,1141487.45,Multifamily Housing,43.14,258840,52027,6,49090,10309,33799,90
1916,ALBEMARLE ROAD,11226,1509990.12,Multifamily Housing,100.75,579313,154568,7,119578,25111,82330,220
2005,ALBEMARLE ROAD,11226,615420.4,Multifamily Housing,33.33,216645,45820,6,38743,8136,26675,71
2101,ALBEMARLE ROAD,11226,1099511.44,Multifamily Housing,75.78,454680,112505,7,88087,18498,60648,162
2114,ALBEMARLE ROAD,11226,341077.17,Multifamily Housing,33.84,219960,46522,6,39750,8347,27368,73
2207,ALBEMARLE ROAD,11226,231441.28,Warehouse (Unrefrigerated),182.3,1048225,312826,8,202984,42627,139755,373
2255,BEDFORD AVENUE,11226,601861.98,Multifamily Housing,29.36,190840,40363,7,33769,7091,23250,62
2360,BEDFORD AVENUE,11226,1808584.21,Retail,208.04,1144220,345224,8,241827,50784,166499,444
1601,BEVERLY ROAD,11226,391144.15,Multifamily Housing,84.13,483748,122315,7,99852,20969,68749,183
2102,BEVERLY ROAD,11226,892453.28,Multifamily Housing,30.91,200915,42494,6,35930,7545,24738,66
105,BUCKINGHAM ROAD,11226,633145.57,Multifamily Housing,52.27,313620,64897,6,62038,13028,42713,114
1600,CATON AVENUE,11226,661959.99,Multifamily Housing,61.48,368880,83547,6,72969,15324,50240,134
1745,CATON AVENUE,11226,605543.7,Multifamily Housing,39.09,254085,53739,6,46395,9743,31943,85
1829,CATON AVENUE,11226,977683.99,Multifamily Housing,84.3,484725,122645,7,95928,20145,66047,176
1834,CATON AVENUE,11226,1247375.48,Multifamily Housing,76.47,458820,113902,7,88889,18667,61201,163
2101,CHURCH AVENUE,11226,521547.57,Retail,125.15,719613,201919,7,150069,31514,103323,276
32,CLARKSON AVENUE,11226,318501.83,Multifamily Housing,74.49,446940,109892,7,87499,18375,60243,161
49,CLARKSON AVENUE,11226,415042.25,Multifamily Housing,45.9,275400,55355,6,53916,11322,37121,99
60,CLARKSON AVENUE,11226,249871.93,Multifamily Housing,57.95,347700,76399,6,68779,14444,47355,126
85,CLARKSON AVENUE,11226,1185778.32,Multifamily Housing,35.65,231725,49010,6,41876,8794,28832,77
135,CLARKSON AVENUE,11226,651223.48,Multifamily Housing,36.94,240110,50783,6,43843,9207,30186,81
140,CLARKSON AVENUE,11226,665531.48,Multifamily Housing,59.5,357000,79538,6,71347,14983,49123,131
176,CLARKSON AVENUE,11226,1154164.03,Multifamily Housing,70.53,423180,101873,7,82847,17398,57041,152
181,CLARKSON AVENUE,11226,515639.18,Multifamily Housing,36.77,239005,50550,6,43641,9165,30047,80
184,CLARKSON AVENUE,11226,201987.52,Multifamily Housing,53.04,318240,66456,6,62952,13220,43343,116
250,CLARKSON AVENUE,11226,428887.28,Multifamily Housing,78.88,473280,118782,7,93621,19660,64458,172
270,CLARKSON AVENUE,11226,436405.05,Multifamily Housing,74.49,446940,109892,7,86588,18183,59616,159
1710,CORTELYOU ROAD,11226,1607346.26,Multifamily Housing,113.84,654580,179971,7,132328,27789,91109,243
15,CROOKE AVENUE,11226,642250.66,Multifamily Housing,40.13,240780,48397,6,47138,9899,32455,87
20,CROOKE AVENUE,11226,773690.26,Other,40.3,241800,48602,6,46352,9734,31913,85
33,CROOKE AVENUE,11226,781141.89,Multifamily Housing,51.84,311040,64026,6,60893,12788,41925,112
2107,DITMAS AVENUE,11226,1852632.57,Senior Care Facility,33.33,216645,45820,6,38743,8136,26675,71
2116,DITMAS AVENUE,11226,572871.19,Multifamily Housing,40.56,243360,48915,6,47643,10005,32803,88
2211,DITMAS AVENUE,11226,647299.25,Multifamily Housing,44.43,266580,53583,6,51646,10846,35558,95
2212,DITMAS AVENUE,11226,636276.13,Multifamily Housing,41.59,249540,50158,6,48344,10152,33285,89
1801,DORCHESTER ROAD,11226,1168935.01,Multifamily Housing,107.63,618873,167920,7,125110,26273,86139,230
2015,DORCHESTER ROAD,11226,917299.38,Multifamily Housing,38.06,247390,52323,7,43310,9095,29819,80
221,EAST 18 STREET,11226,1116134.29,Multifamily Housing,51.58,309480,63500,6,60588,12723,41715,111
405,EAST 16 STREET,11226,782949.68,Multifamily Housing,28.33,184145,38947,6,33624,7061,23150,62
415,EAST 16 STREET,11226,558012.03,Multifamily Housing,22.04,143260,30299,7,25350,5323,17453,47
60,EAST 17 STREET,11226,566896.66,Multifamily Housing,85.72,492890,125400,7,99641,20925,68604,183
180,EAST 17 STREET,11226,303797,Multifamily Housing,55.2,331200,70830,6,64840,13616,44643,119
205,EAST 17 STREET,11226,607880.6,Multifamily Housing,42.19,253140,50881,6,49558,10407,34121,91
383,EAST 17 STREET,11226,708257.06,Multifamily Housing,55.46,332760,71357,6,65146,13681,44853,120
400,EAST 17 STREET,11226,748315.06,Multifamily Housing,54.68,328080,69777,6,64229,13488,44222,118
415,EAST 17 STREET,11226,1066199.59,Multifamily Housing,50.89,305340,62102,6,58532,12292,40300,108
578,EAST 17 STREET,11226,1151937.37,Multifamily Housing,77.5,465000,115988,7,91035,19117,62678,167
20,EAST 18 STREET,11226,730964.68,Multifamily Housing,46.67,280020,56284,6,55392,11632,38137,102
50,EAST 18 STREET,11226,545269.31,Multifamily Housing,56.83,340980,74131,6,66755,14019,45961,123
125,EAST 18 STREET,11226,444716.47,Multifamily Housing,65.44,392640,91566,6,77669,16311,53476,143
130,EAST 18 STREET,11226,1069771.08,Multifamily Housing,57.52,345120,75528,6,66158,13893,45550,122
145,EAST 18 STREET,11226,616721.13,Multifamily Housing,37.11,241215,51017,6,43137,9059,29700,79
150,EAST 18 STREET,11226,719169.94,Multifamily Housing,46.84,281040,56489,6,55593,11675,38276,102
220,EAST 18 STREET,11226,780877.33,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
240,EAST 18 STREET,11226,778342.02,Multifamily Housing,40.56,243360,48915,6,47643,10005,32803,88
385,EAST 18 STREET,11226,294581.67,Multifamily Housing,47.53,285180,57321,6,54668,11480,37639,100
600,EAST 18 STREET,11226,204126.01,Multifamily Housing,41.76,250560,50363,6,49053,10301,33773,90
601,EAST 18 STREET,11226,250334.9,Multifamily Housing,52.61,315660,65585,6,61154,12842,42105,112
620,EAST 18 STREET,11226,348484.7,Multifamily Housing,75.52,453120,111978,7,89633,18823,61713,165
49,EAST 19 STREET,11226,648291.33,Multifamily Housing,33.15,215475,45573,7,37317,7837,25693,69
50,EAST 19 STREET,11226,675430.23,Multifamily Housing,72.59,435540,106045,7,85267,17906,58707,157
65,EAST 19 STREET,11226,845516.87,Multifamily Housing,14.21,99470,21933,8,15822,3323,10894,29
68,EAST 19 STREET,11226,633586.49,Multifamily Housing,46.84,281040,56489,6,52728,11073,36303,97
120,EAST 19 STREET,11226,783589.02,Multifamily Housing,42.02,252120,50676,6,48330,10149,33276,89
125,EAST 19 STREET,11226,804378.61,Multifamily Housing,26.87,174655,36940,7,30576,6421,21052,56
141,EAST 19 STREET,11226,838021.15,Multifamily Housing,61.92,371520,84438,6,73491,15433,50599,135
165,EAST 19 STREET,11226,1795576.94,Multifamily Housing,101.61,584258,156237,7,118112,24804,81321,217
201,EAST 19 STREET,11226,612664.63,Multifamily Housing,48.66,291960,58684,6,57158,12003,39354,105
330,EAST 19 STREET,11226,956585.75,Multifamily Housing,46.16,276960,55669,6,53657,11268,36943,99
349,EAST 19 STREET,11226,551398.16,Multifamily Housing,27.81,180765,38232,6,32667,6860,22491,60
601,EAST 19 STREET,11226,1133991.74,Multifamily Housing,82.15,472363,118473,7,96497,20264,66438,177
18,EAST 21 STREET,11226,555079.88,Multifamily Housing,39.44,256360,54220,6,45845,9627,31565,84
50,EAST 21 STREET,11226,998164.94,Multifamily Housing,60.02,360120,80591,6,71236,14960,49047,131
100,EAST 21 STREET,11226,1001295.5,Multifamily Housing,59.33,355980,79193,6,67514,14178,46483,124
115,EAST 21 STREET,11226,956431.43,Multifamily Housing,51.32,307920,62973,6,59655,12527,41072,110
131,EAST 21 STREET,11226,985400.17,Multifamily Housing,50.98,305880,62285,6,58636,12313,40371,108
141,EAST 21 STREET,11226,39881.62,Multifamily Housing,61.31,367860,83203,6,72767,15281,50101,134
312,EAST 21 STREET,11226,828519.23,Multifamily Housing,31,201500,42617,7,35655,7488,24549,66
460,EAST 21 STREET,11226,1150526.41,Multifamily Housing,42.71,256260,51508,6,50169,10535,34542,92
520,EAST 21 STREET,11226,1386465.12,Multifamily Housing,72.59,435540,106045,7,85267,17906,58707,157
525,EAST 21 STREET,11226,349498.82,Multifamily Housing,31.34,203710,43085,6,36430,7650,25082,67
580,EAST 21 STREET,11226,1452096.73,Multifamily Housing,43.92,263520,52968,6,51053,10721,35150,94
585,EAST 21 STREET,11226,605742.11,Multifamily Housing,38.32,249080,52680,6,45012,9453,30991,83
426,EAST 22 STREET,11226,835419.7,Multifamily Housing,33.5,217750,46054,7,38121,8005,26246,70
410,EAST 25 STREET,11226,728693.91,Multifamily Housing,34.27,222755,47113,6,41094,8630,28293,75
411,EAST 26 STREET,11226,775608.28,Multifamily Housing,57.52,345120,75528,6,67565,14189,46519,124
250,EAST 29 STREET,11226,857399.78,Multifamily Housing,44.86,269160,54101,6,51597,10835,35524,95
251,EAST 29 STREET,11226,809074.46,Multifamily Housing,39.09,254085,53739,6,45917,9643,31614,84
185,ERASMUS STREET,11226,873846.27,Multifamily Housing,60.97,365820,82514,6,72364,15196,49823,133
973,FLATBUSH AVENUE,11226,563192.89,House of Worship,162.21,932708,273839,8,194508,40847,133920,357
1007,FLATBUSH AVENUE,11226,5904089.61,Office,599.77,3298735,1119741,23,704514,60000,485061,1294
32,LENOX ROAD,11226,595137.88,Multifamily Housing,55.03,330180,70486,6,65987,13857,45432,121
55,LENOX ROAD,11226,628141.08,Multifamily Housing,55.71,334260,71863,6,66121,13885,45525,121
65,LENOX ROAD,11226,447251.79,Multifamily Housing,52.61,315660,65585,6,62442,13113,42991,115
70,LENOX ROAD,11226,249916.02,Multifamily Housing,61.14,366840,82859,6,71069,14925,48932,131
75,LENOX ROAD,11226,855944.73,Multifamily Housing,47.79,286740,57635,6,56721,11911,39053,104
80,LENOX ROAD,11226,349057.9,Multifamily Housing,46.65,279900,56260,6,54226,11387,37335,100
102,LENOX ROAD,11226,701312.5,Multifamily Housing,47.71,286260,57538,6,56626,11891,38987,104
115,LENOX ROAD,11226,173173.11,Multifamily Housing,49.51,297060,59709,6,58156,12213,40041,107
116,LENOX ROAD,11226,840534.42,Multifamily Housing,61.14,366840,82859,6,72566,15239,49962,133
125,LENOX ROAD,11226,455915.96,Multifamily Housing,52.53,315180,65423,6,63632,13363,43811,117
130,LENOX ROAD,11226,434575.21,Multifamily Housing,40.82,244920,49229,6,48948,10279,33701,90
141,LENOX ROAD,11226,779201.82,Multifamily Housing,59.42,356520,79376,6,70524,14810,48556,130
180,LENOX ROAD,11226,645028.49,Multifamily Housing,79.39,476340,119815,7,95197,19991,65544,175
181,LENOX ROAD,11226,452586.98,Other,43.49,260940,52449,6,51085,10728,35172,94
222,LENOX ROAD,11226,1662682.29,Multifamily Housing,119.18,685285,190334,7,141452,29705,97390,260
223,LENOX ROAD,11226,728407.31,Multifamily Housing,55.11,330660,70648,6,66757,14019,45963,123
245,LENOX ROAD,11226,431466.69,Multifamily Housing,62.17,373020,84944,6,75309,15815,51851,138
260,LENOX ROAD,11226,750762.19,Multifamily Housing,37.72,245180,51856,6,44307,9305,30506,81
261,LENOX ROAD,11226,1388493.37,Multifamily Housing,93,534750,139528,7,110379,23180,75997,203
270,LENOX ROAD,11226,804731.35,Multifamily Housing,57.95,347700,76399,6,70198,14741,48331,129
297,LENOX ROAD,11226,848184.46,Multifamily Housing,59.76,358560,80064,6,70928,14895,48834,130
300,LENOX ROAD,11226,845979.84,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
310,LENOX ROAD,11226,1354916.97,Multifamily Housing,115.48,664010,183153,7,137060,28783,94367,252
330,LENOX ROAD,11226,1026648.66,Multifamily Housing,99.54,572355,152220,7,118142,24810,81341,217
350,LENOX ROAD,11226,982291.65,Multifamily Housing,69.66,417960,100112,7,81825,17183,56337,150
35,LINDEN BOULEVARD,11226,633233.76,Multifamily Housing,45.73,274380,55150,6,54276,11398,37369,100
77,LINDEN BOULEVARD,11226,646968.55,Multifamily Housing,53.56,321360,67509,6,63569,13350,43768,117
93,LINDEN BOULEVARD,11226,1871614.37,Multifamily Housing,101.53,583798,156082,7,120504,25306,82967,221
135,LINDEN BOULEVARD,11226,2218974.71,Senior Care Facility,67.37,404220,95474,7,77487,16272,53350,142
143,LINDEN BOULEVARD,11226,746220.66,Multifamily Housing,45.55,273300,54933,6,54062,11353,37222,99
164,LINDEN BOULEVARD,11226,620468.99,Multifamily Housing,61.91,371460,84418,6,72722,15272,50069,134
179,LINDEN BOULEVARD,11226,210629.65,Multifamily Housing,56.75,340500,73969,6,67355,14145,46374,124
199,LINDEN BOULEVARD,11226,1743724.22,Multifamily Housing,137.61,791258,226100,7,161642,33945,111291,297
223,LINDEN BOULEVARD,11226,2034315.52,Multifamily Housing,141.31,812533,233280,7,169446,35584,116665,311
275,LINDEN BOULEVARD,11226,1172969.46,Multifamily Housing,106.52,612490,165765,7,126426,26549,87045,232
300,LINDEN BOULEVARD,11226,782641.03,Multifamily Housing,37.54,244010,51608,6,43637,9164,30044,80
305,LINDEN BOULEVARD,11226,1271714.51,Multifamily Housing,79.14,474840,119309,7,93929,19725,64671,173
315,LINDEN BOULEVARD,11226,1118118.45,Multifamily Housing,81.29,467418,116804,7,96481,20261,66428,177
22,MARTENSE STREET,11226,518659.52,Multifamily Housing,29.13,189345,40046,7,33504,7036,23068,62
45,MARTENSE STREET,11226,264841.32,Multifamily Housing,62.43,374580,85471,6,74097,15560,51016,136
130,MARTENSE STREET,11226,948186.14,Multifamily Housing,46.93,281580,56598,6,54552,11456,37559,100
1802,NEWKIRK AVENUE,11226,1640525.83,Multifamily Housing,112.98,649635,178302,7,132711,27869,91372,244
2110,NEWKIRK AVENUE,11226,702238.44,Multifamily Housing,45.73,274380,55150,6,54276,11398,37369,100
2215,NEWKIRK AVENUE,11226,1234191.84,Multifamily Housing,92.14,529805,137859,7,108231,22729,74518,199
2401,NEWKIRK AVENUE,11226,602876.1,Multifamily Housing,26.26,170690,36101,6,30846,6478,21238,57
353,OCEAN AVENUE,11226,418305.1,Multifamily Housing,39.87,259155,54811,6,46345,9732,31909,85
354,OCEAN AVENUE,11226,1050326.31,Multifamily Housing,51.75,310500,63844,6,60788,12765,41853,112
395,OCEAN AVENUE,11226,1068470.35,Multifamily Housing,77.24,463440,115461,7,89784,18855,61817,165
