street_num,street_name,zip,emissions,property_type,system_size,cost,cost_reduced,break_even,energy_production,savings,emissions_reduction,trees
2425,NOSTRAND AVENUE,11210,2364413.67,Multifamily Housing,124.86,717945,201356,7,148193,31121,102032,272
2501,NOSTRAND AVENUE,11210,1222044.36,Multifamily Housing,83.1,477825,120316,7,98629,20712,67907,181
2525,NOSTRAND AVENUE,11210,930857.81,Multifamily Housing,78.88,473280,118782,7,92656,19458,63794,170
20,BAYARD STREET,11211,884516.64,Multifamily Housing,8.64,64800,14794,8,9832,2065,6769,18
50,BAYARD STREET,11211,632219.63,Multifamily Housing,11.84,82880,18275,7,13618,2860,9376,25
138,BROADWAY,11211,569674.49,Multifamily Housing,33.39,217035,45903,6,39221,8236,27004,72
75,BUSHWICK AVENUE,11211,1730628.76,Multifamily Housing,36.94,240110,50783,7,42487,8922,29253,78
916,GRAND STREET,11211,157211.64,Self-Storage,2.07,17595,4243,13,2128,447,1465,4
61,HARRISON AVENUE,11211,846354.62,Multifamily Housing,56.75,340500,73969,6,65272,13707,44940,120
227,MARCY AVENUE,11211,650077.07,K-12 School,115.13,661998,182474,7,133828,28104,92141,246
318,MARCY AVENUE,11211,631315.73,Multifamily Housing,39.18,254670,53863,6,46502,9765,32017,85
94,MASPETH AVENUE,11211,1104185.24,Multifamily Housing,29.84,193960,41023,7,33956,7131,23379,62
1101,METROPOLITAN AVENUE,11211,1147770.63,Warehouse (Refrigerated),500.91,2755005,900890,19,619034,60000,426208,1137
270,MORGAN AVENUE,11211,88052.63,Multifamily Housing,287.84,1583120,493353,8,334586,70263,230364,615
193,NORTH 9 STREET,11211,999730.22,Other,100.29,576668,153675,7,119032,24997,81954,219
143,ROEBLING STREET,11211,93608.28,Other,91.62,526815,136850,7,107621,22600,74097,198
185,SOUTH 4 STREET,11211,569233.56,Multifamily Housing,15.75,110250,24310,7,18308,3845,12605,34
156,SOUTH 9 STREET,11211,738438.35,Multifamily Housing,41.16,246960,49639,6,48852,10259,33635,90
166,SOUTH 9 STREET,11211,561098.5,Multifamily Housing,28.33,184145,38947,6,33278,6988,22912,61
330,UNION AVENUE,11211,628802.46,Multifamily Housing,44,264000,53064,6,51146,10741,35214,94
350,BRISTOL STREET,11212,754818.69,Multifamily Housing,70.96,425760,102744,7,85089,17869,58584,156
355,CHESTER STREET,11212,1087187.6,Multifamily Housing,159.84,919080,269240,8,185799,39018,127923,341
376,CHESTER STREET,11212,1840264.64,Multifamily Housing,161.8,930350,273043,8,186097,39080,128129,342
1027,CLARKSON AVENUE,11212,1160094.47,Multifamily Housing,80.28,461610,114843,6,96265,20216,66279,177
100,EAST 92 STREET,11212,938904.68,Multifamily Housing,48.74,292440,58780,6,57252,12023,39418,105
333,EAST 93 STREET,11212,1307032.57,Multifamily Housing,93.86,539695,141197,7,112549,23635,77490,207
425,EAST 96 STREET,11212,908458.84,Multifamily Housing,87.74,504505,129320,7,105210,22094,72438,193
577,EAST 96 STREET,11212,835199.23,Multifamily Housing,53.13,318780,66638,6,62409,13106,42969,115
1064,EAST NEW YORK AVENUE,11212,593771.01,Multifamily Housing,52.44,314640,65241,6,61598,12936,42411,113
1355,EAST NEW YORK AVENUE,11212,792561.83,Multifamily Housing,39.96,259740,54935,6,46939,9857,32317,86
187,HEGEMAN AVENUE,11212,5418499.43,Multifamily Housing,247.83,1363065,419084,8,285046,59860,196256,524
530,HERZL STREET,11212,542226.93,Multifamily Housing,49.77,298620,60023,6,56026,11765,38574,103
663,HOWARD AVENUE,11212,1285802.05,Multifamily Housing,76.29,457740,113537,7,91480,19211,62985,168
1,JUNIUS STREET,11212,4085165.71,Multifamily Housing,84.56,486220,123149,7,98293,20642,67675,181
73,JUNIUS STREET,11212,2412562.63,Residence Hall/Dormitory,72.59,435540,106045,7,82603,17347,56872,152
9201,KINGS HIGHWAY,11212,853343.28,Multifamily Housing,41.59,249540,50158,6,48344,10152,33285,89
9302,KINGS HIGHWAY,11212,628361.54,Multifamily Housing,44,264000,53064,6,52223,10967,35955,96
1087,LENOX ROAD,11212,1152290.1,Multifamily Housing,65.53,393180,91748,7,76172,15996,52445,140
1371,LINDEN BOULEVARD,11212,3090748.64,Multifamily Housing,95.07,546653,143545,7,111673,23451,76887,205
1407,LINDEN BOULEVARD,11212,4160365.39,Multifamily Housing,204.36,1123980,338393,8,240049,50410,165275,441
280,LIVONIA AVENUE,11212,5099997.6,Multifamily Housing,177.3,1019475,303123,8,206094,43280,141897,379
436,LIVONIA AVENUE,11212,1507476.86,Multifamily Housing,132.78,763485,216726,7,155969,32753,107385,287
165,LOTT AVENUE,11212,1267283.22,Multifamily Housing,207.56,1141580,344333,8,243808,51200,167863,448
369,MOTHER GASTON BLVD,11212,1961518.88,Multifamily Housing,46.5,279000,56079,6,54052,11351,37215,99
373,MOTHER GASTON BLVD,11212,8528957.39,Multifamily Housing,252.74,1390070,428199,8,290694,61046,200144,534
167,RIVERDALE AVENUE,11212,909208.41,Multifamily Housing,41.59,249540,50158,6,48344,10152,33285,89
170,RIVERDALE AVENUE,11212,682529.12,Multifamily Housing,97.99,563443,149212,7,117501,24675,80900,216
619,ROCKAWAY AVENUE,11212,7830433.74,Multifamily Housing,362.87,1995785,632627,8,426242,89511,293470,783
774,ROCKAWAY AVENUE,11212,480387.27,Multifamily Housing,1.12,9520,2296,9,1343,282,925,2
165,ROCKAWAY PARKWAY,11212,352430.97,Multifamily Housing,50.2,301200,60705,6,59581,12512,41022,109
178,ROCKAWAY PARKWAY,11212,1960262.25,Multifamily Housing,39.27,255255,53986,6,45648,9586,31429,84
181,ROCKAWAY PARKWAY,11212,341143.3,Multifamily Housing,44.18,265080,53281,6,51896,10898,35730,95
196,ROCKAWAY PARKWAY,11212,584776.15,Multifamily Housing,43.14,258840,52027,6,50674,10642,34889,93
205,ROCKAWAY PARKWAY,11212,797147.45,K-12 School,37.06,240890,50948,6,43532,9142,29972,80
214,ROCKAWAY PARKWAY,11212,549876.97,Multifamily Housing,40.73,244380,49120,6,47843,10047,32940,88
275,ROCKAWAY PARKWAY,11212,697432.37,Multifamily Housing,46.53,279180,56115,6,53517,11239,36847,98
450,ROCKAWAY PARKWAY,11212,1051649.08,Multifamily Housing,66.31,397860,93328,6,79513,16698,54745,146
950,RUTLAND ROAD,11212,1806467.77,Multifamily Housing,132.09,759518,215387,7,158391,33262,109053,291
465,THATFORD AVENUE,11212,1635146.55,Multifamily Housing,221.06,1215830,369393,8,259666,54530,178781,477
463,WATKINS STREET,11212,1687021.32,Multifamily Housing,117.93,678098,187908,7,137082,28787,94382,252
1115,WILLMOHR STREET,11212,628868.6,Multifamily Housing,41.76,250560,50363,6,49564,10408,34125,91
440,ALBANY AVENUE,11213,847897.86,Multifamily Housing,39.87,259155,54811,6,46833,9835,32245,86
1730,CARROLL STREET,11213,899309.66,Multifamily Housing,77.59,465540,116170,7,92090,19339,63404,169
565,CROWN STREET,11213,659182.16,Multifamily Housing,81.89,470868,117968,7,97193,20411,66918,179
580,CROWN STREET,11213,1044462.01,Multifamily Housing,93.26,536245,140033,7,108406,22765,74638,199
712,CROWN STREET,11213,898824.64,Multifamily Housing,102.04,586730,157071,7,122357,25695,84244,225
826,CROWN STREET,11213,821155.79,Multifamily Housing,41.76,250560,50363,6,49053,10301,33773,90
706,EASTERN PARKWAY,11213,348991.76,Multifamily Housing,60.27,361620,81097,6,70796,14867,48743,130
866,EASTERN PARKWAY,11213,387572.66,Multifamily Housing,21.19,137735,29131,7,23854,5009,16423,44
961,EASTERN PARKWAY,11213,1037296.99,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
1196,EASTERN PARKWAY,11213,69225.15,Multifamily Housing,57.26,343560,75002,6,67961,14272,46791,125
1245,EASTERN PARKWAY,11213,769148.74,Multifamily Housing,58.99,353940,78505,6,70736,14854,48702,130
675,EMPIRE BOULEVARD,11213,771154.95,Multifamily Housing,52.53,315180,65423,6,61704,12958,42483,113
701,EMPIRE BOULEVARD,11213,924288.03,Multifamily Housing,39.44,256360,54220,7,44880,9425,30900,82
740,EMPIRE BOULEVARD,11213,1034364.84,Multifamily Housing,55.71,334260,71863,6,64758,13599,44586,119
770,EMPIRE BOULEVARD,11213,891042.32,Multifamily Housing,61.31,367860,83203,6,71267,14966,49068,131
853,EMPIRE BOULEVARD,11213,44489.28,Multifamily Housing,83.61,480758,121306,7,98212,20624,67619,180
889,EMPIRE BOULEVARD,11213,542932.41,Multifamily Housing,47.62,285720,57430,6,55936,11747,38512,103
1660,FULTON STREET,11213,1990465.58,Multifamily Housing,166.37,956628,281912,8,197461,41467,135953,363
400,HERKIMER STREET,11213,1636667.74,Multifamily Housing,112.55,647163,177468,7,133583,28052,91972,245
230,KINGSTON AVENUE,11213,1570396.78,Multifamily Housing,73.54,441240,107969,7,87283,18329,60095,160
243,KINGSTON AVENUE,11213,826843.71,Multifamily Housing,38.84,252460,53395,7,44673,9381,30757,82
1010,LINCOLN PLACE,11213,1609264.28,Multifamily Housing,23.68,153920,32554,6,28685,6024,19750,53
760,MONTGOMERY STREET,11213,604022.51,Multifamily Housing,42.02,252120,50676,6,50387,10581,34691,93
874,MONTGOMERY STREET,11213,1036194.68,Multifamily Housing,94.38,542685,142206,7,113172,23766,77920,208
899,MONTGOMERY STREET,11213,848537.2,Multifamily Housing,75.52,453120,111978,7,87785,18435,60440,161
921,MONTGOMERY STREET,11213,433539.04,Multifamily Housing,69.66,417960,100112,7,82678,17362,56924,152
947,MONTGOMERY STREET,11213,936435.5,Multifamily Housing,73.02,438120,106916,7,85772,18012,59055,158
1004,MONTGOMERY STREET,11213,975280.95,Multifamily Housing,69.27,415620,99322,7,81367,17087,56022,149
1024,MONTGOMERY STREET,11213,726224.74,Multifamily Housing,95.93,551598,145214,7,113857,23910,78391,209
1049,MONTGOMERY STREET,11213,721749.35,Multifamily Housing,38.75,251875,53272,6,45991,9658,31665,84
363,NEW YORK AVENUE,11213,705964.26,Multifamily Housing,43.4,260400,52340,6,52572,11040,36196,97
913,PARK PLACE,11213,827703.52,Multifamily Housing,77.33,463980,115643,7,92727,19473,63843,170
1030,PARK PLACE,11213,637378.45,Multifamily Housing,40.64,243840,49012,6,48732,10234,33552,90
1745,PRESIDENT STREET,11213,731604.02,Multifamily Housing,43.4,260400,52340,6,52041,10929,35831,96
925,PROSPECT PLACE,11213,971841.74,Multifamily Housing,58.3,349800,77108,6,68482,14381,47150,126
401,SCHENECTADY AVENUE,11213,837381.81,Multifamily Housing,43.92,263520,52968,6,52128,10947,35890,96
1025,ST JOHN'S PLACE,11213,541014.39,Multifamily Housing,45.64,273840,55042,6,53052,11141,36527,97
1045,ST JOHN'S PLACE,11213,2874034.23,Multifamily Housing,42.45,254700,51195,6,49344,10362,33974,91
1062,ST JOHN'S PLACE,11213,206462.91,Warehouse (Unrefrigerated),55.89,335340,72227,6,66335,13930,45672,122
769,ST MARK'S AVENUE,11213,1844916.39,Multifamily Housing,109.45,629338,171452,7,125886,26436,86673,231
780,ST MARK'S AVENUE,11213,752790.44,Multifamily Housing,110.05,632788,172616,7,134655,28278,92711,247
800,ST MARK'S AVENUE,11213,1474142.96,Senior Care Facility,150.87,867503,251832,8,175372,36828,120744,322
805,ST MARK'S AVENUE,11213,2392787.16,Multifamily Housing,43.23,259380,52135,6,50251,10553,34598,92
959,ST MARK'S AVENUE,11213,454659.32,Multifamily Housing,66.31,397860,93328,7,77890,16357,53628,143
960,STERLING PLACE,11213,339886.67,Multifamily Housing,64.84,389040,90351,7,75370,15828,51893,138
1752,UNION STREET,11213,575141.95,Multifamily Housing,39.61,257465,54454,6,47012,9873,32368,86
1776,UNION STREET,11213,450338.26,Multifamily Housing,57.09,342540,74657,6,68457,14376,47133,126
8023,19 AVENUE,11214,872236.89,Multifamily Housing,37.89,246285,52089,6,44971,9444,30963,83
8201,19 AVENUE,11214,628471.77,Multifamily Housing,35.13,228345,48295,6,41265,8666,28411,76
8800,20 AVENUE,11214,1137166.39,Multifamily Housing,44.09,264540,53173,6,51790,10876,35658,95
8831,20 AVENUE,11214,2612962.82,Multifamily Housing,235.51,1295305,396215,8,279521,58699,192452,514
8635,21 AVENUE,11214,1041529.86,Multifamily Housing,79.31,475860,119653,7,92190,19360,63473,169
8700,25 AVENUE,11214,1344533.2,Multifamily Housing,113.41,652108,179136,7,135991,28558,93631,250
8797,25 AVENUE,11214,813968.72,Multifamily Housing,37.77,245505,51924,7,42980,9026,29592,79
2160,78 STREET,11214,638590.99,Multifamily Housing,12.06,84420,18615,8,13281,2789,9144,24
1855,82 STREET,11214,207631.36,Multifamily Housing,52.22,313320,64796,6,61340,12881,42233,113
2121,82 STREET,11214,536494.91,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
2155,82 STREET,11214,996445.33,Multifamily Housing,53.82,322920,68036,6,61902,12999,42620,114
1869,83 STREET,11214,774087.09,Multifamily Housing,88.09,506518,130000,7,104552,21956,71985,192
1935,83 STREET,11214,540551.42,Multifamily Housing,37.29,242385,51264,6,43802,9198,30158,80
2250,83 STREET,11214,921752.72,Multifamily Housing,57.44,344640,75366,6,65363,13726,45003,120
2000,84 STREET,11214,1113422.61,Multifamily Housing,43.06,258360,51930,6,50053,10511,34462,92
2160,84 STREET,11214,522164.87,Multifamily Housing,37.29,242385,51264,6,43802,9198,30158,80
2263,84 STREET,11214,578294.56,Multifamily Housing,30.83,200395,42384,7,35460,7447,24414,65
1864,85 STREET,11214,849948.16,Multifamily Housing,50.12,300720,60543,6,58873,12363,40534,108
8847,BAY 16 STREET,11214,2261876.67,Multifamily Housing,187.21,1076458,322355,8,210742,44256,145097,387
65,BAY 19 STREET,11214,812866.41,Multifamily Housing,52.87,317220,66112,6,62750,13178,43204,115
38,BAY 26 STREET,11214,691501.93,Multifamily Housing,31.14,202410,42810,7,35435,7441,24397,65
30,BAY 29 STREET,11214,1024311.76,Multifamily Housing,75.09,450540,111107,7,89123,18716,61361,164
69,BAY 29 STREET,11214,1039700.03,Multifamily Housing,38.06,247390,52323,6,44707,9388,30781,82
275,BAY 37 STREET,11214,1075216.5,Multifamily Housing,58.04,348240,76581,6,66756,14019,45962,123
268,BAY 38 STREET,11214,1643413.89,Multifamily Housing,106.26,610995,165261,7,124817,26212,85937,229
7701,BAY PARKWAY,11214,574105.78,Multifamily Housing,40.47,242820,48807,6,47538,9983,32730,87
7705,BAY PARKWAY,11214,786984.14,Multifamily Housing,47.88,287280,57743,6,56828,11934,39126,104
8100,BAY PARKWAY,11214,1925649.67,Multifamily Housing,51.49,308940,63317,6,59222,12437,40775,109
8301,BAY PARKWAY,11214,912691.72,Multifamily Housing,77.5,465000,115988,7,89138,18719,61372,164
8313,BAY PARKWAY,11214,713900.9,Multifamily Housing,52.36,314160,65079,6,61504,12916,42346,113
8645,BAY PARKWAY,11214,998980.65,Multifamily Housing,66.91,401460,94543,7,75320,15817,51858,138
8646,BAY PARKWAY,11214,532879.33,Multifamily Housing,30.74,199810,42260,7,35356,7425,24343,65
8721,BAY PARKWAY,11214,691854.67,Multifamily Housing,39.7,258050,54578,7,45662,9589,31438,84
8735,BAY PARKWAY,11214,1014831.88,Multifamily Housing,56.83,340980,74131,6,67450,14165,46440,124
8814,BAY PARKWAY,11214,709976.67,Multifamily Housing,42.45,254700,51195,6,49344,10362,33974,91
8855,BAY PARKWAY,11214,1563694.73,Multifamily Housing,64.76,388560,90189,7,74485,15642,51283,137
2126,BENSON AVENUE,11214,738438.35,Multifamily Housing,62,372000,84600,6,72828,15294,50142,134
2225,BENSON AVENUE,11214,724681.5,Multifamily Housing,41.08,246480,49542,6,48254,10133,33223,89
2250,BENSON AVENUE,11214,761829.39,Multifamily Housing,61.48,368880,83547,6,72969,15324,50240,134
2255,BENSON AVENUE,11214,702988.01,Multifamily Housing,45.55,273300,54933,6,54062,11353,37222,99
2064,CROPSEY AVENUE,11214,3101110.36,Multifamily Housing,224.92,1237060,376558,8,266952,56060,183798,490
2230,CROPSEY AVENUE,11214,3628456.09,Senior Care Facility,31.95,207675,43923,7,35184,7389,24224,65
2340,CROPSEY AVENUE,11214,3343773.17,Senior Care Facility,51.98,311880,64310,6,57878,12154,39849,106
2400,CROPSEY AVENUE,11214,164729.4,Self-Storage,127.88,735310,207217,7,158037,33188,108809,290
2424,CROPSEY AVENUE,11214,1687021.32,Multifamily Housing,41.59,249540,50158,6,44782,9404,30833,82
2629,CROPSEY AVENUE,11214,552698.89,Multifamily Housing,51.58,309480,63500,6,61850,12989,42584,114
2630,CROPSEY AVENUE,11214,4504529.03,Multifamily Housing,127.1,730825,205703,7,150852,31679,103862,277
2650,CROPSEY AVENUE,11214,3053446.42,Multifamily Housing,59.5,357000,79538,6,69891,14677,48120,128
2740,CROPSEY AVENUE,11214,5433182.22,Multifamily Housing,114.87,660503,181970,7,136336,28631,93868,250
2970,CROPSEY AVENUE,11214,2223692.61,Retail,1022.92,5114600,1850627,25+,1239112,60000,853135,2276
1429,SHORE PARKWAY,11214,2435843.44,Multifamily Housing,173.17,995728,295108,8,205531,43162,141509,378
1483,SHORE PARKWAY,11214,3523317.64,Multifamily Housing,239.3,1316150,403251,8,284019,59644,195549,522
1608,SHORE PARKWAY,11214,1843615.67,Retail,1309.06,6545300,2426483,8,1585727,333003,1091781,2913
2475,WEST 16 STREET,11214,2679983.35,Multifamily Housing,121.33,697648,194506,7,145488,30553,100169,267
1,12 ST EXTENSION,11215,3364298.21,Other,391.72,2154460,686180,15,445751,60000,306902,819
420,12 STREET,11215,671483.96,Multifamily Housing,136.57,785278,224081,7,160421,33688,110450,295
438,12 STREET,11215,514117.99,Multifamily Housing,18.23,127610,28138,7,21414,4497,14743,39
444,12 STREET,11215,655147.7,Multifamily Housing,52.33,313980,65018,6,58267,12236,40117,107
58,2 AVENUE,11215,1183705.98,Warehouse (Unrefrigerated),2046.52,10232600,3910622,25+,2428966,60000,1672355,4462
259,21 STREET,11215,526618.21,Multifamily Housing,50.81,304860,61940,6,59062,12403,40664,109
312,3 AVENUE,11215,123767.51,Self-Storage,133.13,765498,217406,7,159638,33524,109911,293
343,4 AVENUE,11215,2468273.44,Multifamily Housing,52.45,314700,65261,6,60968,12803,41977,112
501,6 STREET,11215,1331768.43,Medical Office,37.65,244725,51759,7,43304,9094,29815,80
269,7 AVENUE,11215,36520433.5,Hospital (General Medical and Surgical),205.89,1132395,341233,8,234289,49201,161309,430
168,7 STREET,11215,547495.98,Other,136.06,782345,223091,7,161486,33912,111184,297
90,8 AVENUE,11215,411889.64,Multifamily Housing,22.73,147745,31248,7,25865,5432,17808,48
140,8 AVENUE,11215,782222.15,Multifamily Housing,68.8,412800,98370,7,79973,16794,55062,147
1601,8 AVENUE,11215,1690901.46,Multifamily Housing,105.66,607545,164096,7,125405,26335,86342,230
124,9 STREET,11215,815754.46,Other,90.68,521410,135026,7,97640,20504,67226,179
288,9 STREET,11215,2740434.1,Multifamily Housing,117.11,673383,186317,8,131830,27684,90766,242
357,9 STREET,11215,1276829.24,Residence Hall/Dormitory,33.39,217035,45903,7,38404,8065,26441,71
530,PRESIDENT STREET,11215,397383.23,Other,246.75,1357125,417080,8,292862,61501,201637,538
263,PROSPECT AVENUE,11215,677877.36,Social/Meeting,112.01,644058,176420,7,132942,27918,91531,244
1,PROSPECT PARK SW,11215,644763.93,Multifamily Housing,60.03,360180,80611,6,69779,14654,48043,128
1,PROSPECT PARK WEST,11215,2161059.28,Senior Care Facility,48.66,291960,58684,6,55372,11628,38124,102
9,PROSPECT PARK WEST,11215,1571521.14,Multifamily Housing,14.21,99470,21933,7,16344,3432,11253,30
40,PROSPECT PARK WEST,11215,965712.89,Multifamily Housing,51.75,310500,63844,6,60154,12632,41417,111
44,PROSPECT PARK WEST,11215,172688.09,Multifamily Housing,44.69,268140,53896,6,52495,11024,36143,96
97,BROOKLYN AVENUE,11216,917233.24,Multifamily Housing,61.91,371460,84418,6,72722,15272,50069,134
1320,FULTON STREET,11216,621681.53,Multifamily Housing,38.15,247975,52447,6,44346,9313,30532,81
372,GATES AVENUE,11216,3014204.14,Multifamily Housing,110,632500,172519,7,123827,26004,85255,227
550,GREENE AVENUE,11216,1704812.63,Multifamily Housing,79.48,476880,119997,7,93360,19606,64279,172
572,GREENE AVENUE,11216,982798.72,Multifamily Housing,49.94,299640,60228,6,58050,12191,39968,107
254,HERKIMER STREET,11216,1059519.58,Multifamily Housing,148.8,855600,247815,8,172966,36323,119088,318
210,KOSCIUSZKO STREET,11216,1584087.49,Multifamily Housing,89.99,517443,133687,7,107908,22661,74295,198
110,NEW YORK AVENUE,11216,1287168.92,Multifamily Housing,55.46,332760,71357,6,64467,13538,44386,118
300,PUTNAM AVENUE,11216,712357.66,Multifamily Housing,37.37,242905,51374,6,43439,9122,29908,80
130,ROGERS AVENUE,11216,743090.1,Multifamily Housing,48.05,288300,57948,6,58205,12223,40075,107
720,ST MARK'S AVENUE,11216,294758.04,Multifamily Housing,84.07,483403,122199,7,96695,20306,66575,178
770,ST MARK'S AVENUE,11216,430893.49,Multifamily Housing,77.59,465540,116170,7,93039,19538,64058,171
796,STERLING PLACE,11216,438014.42,Multifamily Housing,31.09,202085,42741,6,36139,7589,24882,66
30,3 AVENUE,11217,1735346.65,Multifamily Housing,38.23,248495,52557,7,43971,9234,30274,81
131,3 AVENUE,11217,2916451.17,Multifamily Housing,179.97,1034828,308304,8,211400,44394,145550,388
26,7 AVENUE,11217,2006272.72,Other,1.21,10285,2480,12,1377,289,948,3
230,ASHLAND PLACE,11217,3046634.14,Multifamily Housing,15.98,111860,24665,7,17989,3778,12385,33
423,ATLANTIC AVENUE,11217,1015206.67,Multifamily Housing,76.38,458280,113720,7,87850,18448,60485,161
625,ATLANTIC AVENUE,11217,8330673.63,Retail,832.44,4578420,1634814,25+,947261,60000,652194,1740
728,ATLANTIC AVENUE,11217,174275.42,Self-Storage,62.09,372540,84782,6,72933,15316,50215,134
491,BERGEN STREET,11217,500140.69,Warehouse (Unrefrigerated),68.11,408660,96973,7,79171,16626,54510,145
117,DE KALB AVENUE,11217,11833245.77,Hospital (General Medical and Surgical),241.71,1329405,407724,8,269135,56518,185301,494
155,DEAN STREET,11217,2899277.16,Senior Care Facility,113.06,650095,178457,7,132805,27889,91437,244
37,FLATBUSH AVENUE,11217,304480.43,Self-Storage,112.96,649520,178263,7,128541,26994,88501,236
38,FLATBUSH AVENUE,11217,5449253.91,Office,144.75,832313,239956,8,168258,35334,115846,309
139,FLATBUSH AVENUE,11217,19673412.92,Office,383.54,2109470,670996,15,427057,60000,294031,785
1,HANSON PLACE,11217,4595557.9,Multifamily Housing,13.62,95340,21022,8,15165,3185,10441,28
67,HANSON PLACE,11217,624084.57,Multifamily Housing,3.91,31280,7355,9,4497,944,3096,8
93,LAFAYETTE AVENUE,11217,580940.11,Multifamily Housing,9.83,73725,16831,8,10825,2273,7453,20
101,LAFAYETTE AVENUE,11217,1574629.66,Multifamily Housing,26.4,171600,36293,7,30364,6377,20906,56
209,LINCOLN PLACE,11217,619300.54,Multifamily Housing,16.69,116830,25761,7,19196,4031,13217,35
700,PACIFIC STREET,11217,2580598.96,Multifamily Housing,187.2,1076400,322335,8,210730,44253,145089,387
145,PARK PLACE,11217,409552.74,Multifamily Housing,30.31,197015,41669,7,34120,7165,23492,63
25,PLAZA ST WEST,11217,701929.8,Multifamily Housing,59.44,356640,79416,6,67639,14204,46570,124
39,PLAZA ST WEST,11217,491013.55,Multifamily Housing,6.04,45300,10342,8,6725,1412,4630,12
47,PLAZA ST WEST,11217,861368.1,Multifamily Housing,11.02,77140,17009,7,12810,2690,8820,24
173,SOUTH ELLIOTT PLACE,11217,3510596.97,Multifamily Housing,89.73,515948,133182,7,105400,22134,72569,194
556,STATE STREET,11217,1079846.21,Multifamily Housing,26.69,173485,36692,7,30698,6447,21136,56
560,STATE STREET,11217,561010.32,Multifamily Housing,78.19,469140,117385,7,88018,18484,60601,162
3611,14 AVENUE,11218,4267620.28,Other,363.56,1999580,633908,8,431501,90615,297090,793
1365,38 STREET,11218,502609.86,Warehouse (Unrefrigerated),109.4,629050,171354,7,128506,26986,88477,236
102,ALBEMARLE ROAD,11218,549744.7,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
114,ALBEMARLE ROAD,11218,650495.95,Multifamily Housing,35.91,233415,49367,6,41742,8766,28740,77
414,ALBEMARLE ROAD,11218,451418.53,Multifamily Housing,26.01,169065,35757,6,30871,6483,21255,57
415,ALBEMARLE ROAD,11218,781141.89,Multifamily Housing,41.08,246480,49542,6,48254,10133,33223,89
385,ARGYLE ROAD,11218,1268451.67,Multifamily Housing,34.79,226135,47828,6,40440,8492,27843,74
400,ARGYLE ROAD,11218,1486687.26,Multifamily Housing,106.95,614963,166600,7,125628,26382,86495,231
415,ARGYLE ROAD,11218,295639.89,Multifamily Housing,103.25,593688,159420,7,122545,25734,84373,225
615,AVENUE C,11218,1093250.31,Senior Care Facility,43.34,260040,52268,6,51439,10802,35416,94
420,AVENUE F,11218,1223036.44,Multifamily Housing,38.84,252460,53395,7,44673,9381,30757,82
302,BEVERLY ROAD,11218,876271.35,Multifamily Housing,59.24,355440,79011,6,69586,14613,47910,128
303,BEVERLY ROAD,11218,2439481.07,Multifamily Housing,71.56,429360,103959,7,84933,17836,58477,156
415,BEVERLY ROAD,11218,1199733.58,Multifamily Housing,90.85,522388,135356,7,107828,22644,74240,198
707,BEVERLY ROAD,11218,235078.91,Multifamily Housing,37.8,245700,51966,6,45326,9519,31207,83
441,CATON AVENUE,11218,1527583.01,Multifamily Housing,78.62,471720,118256,7,91388,19192,62921,168
800,CORTELYOU ROAD,11218,1153238.09,Multifamily Housing,62.69,376140,85997,6,72871,15303,50172,134
811,CORTELYOU ROAD,11218,1258332.45,Multifamily Housing,102.64,590180,158236,7,119309,25055,82145,219
36,DAHILL ROAD,11218,699019.69,Multifamily Housing,61.45,368700,83486,6,71430,15000,49180,131
70,DAHILL ROAD,11218,841151.71,Multifamily Housing,90.22,518765,134133,7,104872,22023,72205,193
1002,DITMAS AVENUE,11218,341077.17,Multifamily Housing,58.49,350940,77492,6,67989,14278,46811,125
170,EAST 4 STREET,11218,674548.38,Multifamily Housing,67.77,406620,96284,7,79605,16717,54809,146
82,EAST 7 STREET,11218,801711.02,Multifamily Housing,58.3,349800,77108,6,69195,14531,47641,127
217,EAST 7 STREET,11218,457106.45,Multifamily Housing,102.99,592193,158915,7,120976,25405,83293,222
465,EAST 7 STREET,11218,4070813.62,Multifamily Housing,81.2,466900,116629,7,96374,20239,66354,177
495,EAST 7 STREET,11218,698093.75,Multifamily Housing,51.41,308460,63155,6,61017,12814,42011,112
515,EAST 7 STREET,11218,322999.26,Multifamily Housing,103.08,592710,159090,7,122343,25692,84234,225
599,EAST 7 STREET,11218,454527.05,Multifamily Housing,89.3,513475,132348,7,105988,22257,72973,195
70,EAST 8 STREET,11218,389159.98,Multifamily Housing,47.62,285720,57430,6,57102,11991,39315,105
214,EAST 8 STREET,11218,730788.31,Multifamily Housing,57.78,346680,76055,6,68578,14401,47216,126
430,EAST 8 STREET,11218,928168.17,Multifamily Housing,67.08,402480,94887,6,81257,17064,55946,149
499,EAST 8 STREET,11218,722829.62,Multifamily Housing,54.59,327540,69595,6,64124,13466,44149,118
425,EAST 9 STREET,11218,1983080.09,K-12 School,53.13,318780,66638,6,63709,13379,43864,117
800,GREENWOOD AVENUE,11218,686629.71,Multifamily Housing,59.85,359100,80246,6,71035,14917,48908,130
829,GREENWOOD AVENUE,11218,922546.38,Multifamily Housing,67.86,407160,96467,6,82202,17262,56597,151
2,HINCKLEY PLACE,11218,203773.27,Multifamily Housing,41.51,249060,50061,6,49267,10346,33921,91
